   1.0040935e+00   9.2353488e-01   2.9219868e-03
   9.8827284e-01   8.7033497e-01  -5.1515580e-03
   8.8444829e-01   7.5874620e-01   2.5165727e-03
   7.5682458e-01   6.6492009e-01   4.0766024e-03
   6.3844173e-01   6.1004220e-01  -9.3194990e-04
   4.8768038e-01   6.0413980e-01   5.0625296e-03
   7.3812286e-01   5.9893917e-01   7.2267124e-04
   5.9422828e-01   5.9680688e-01   1.0326111e-03
   5.5819548e-01   5.6371668e-01   1.2594655e-02
   5.1938244e-01   5.3191451e-01   1.1878308e-02
   4.6040216e-01   4.9904617e-01   1.9416323e-03
   5.5844969e-01   4.6260947e-01   1.0248484e-02
   4.5879881e-01   4.0874841e-01   5.3621957e-03
   5.3572126e-01   3.5420831e-01   6.2721615e-03
   2.1290083e-01   2.9119600e-01   4.9623916e-03
   1.5616593e-01   2.8846790e-01   9.6924448e-03
   2.8261969e-01   3.3511664e-01   6.6073086e-03
   2.5728501e-01   3.2197323e-01   4.9207315e-03
   1.7434509e-01   2.4662201e-01   9.9080814e-03
   2.2634836e-01   1.3014790e-01   9.3918436e-03
   4.8105479e-02   9.0179428e-02   8.9895552e-03
   2.0055453e-01   1.1345960e-01   1.5337172e-02
   6.9556499e-02   1.1708544e-01   1.2014255e-02
   2.6017555e-01   9.2592559e-02   1.2102072e-02
   2.1557981e-01   1.3410943e-01   1.5865028e-02
   1.7148047e-01   2.0072949e-01   1.0952117e-02
   2.1563908e-01   2.4752481e-01   1.2886367e-02
   2.1265030e-01   2.7743702e-01   7.2355163e-03
   3.3423880e-01   2.5112936e-01   5.5999290e-03
   4.3957287e-01   2.2831049e-01   1.0171298e-02
   9.1713116e-02   2.4845753e-01   6.8353036e-04
   3.1161575e-01   2.4703021e-01   6.5786941e-03
   3.5497773e-01   2.3084406e-01   9.3682835e-03
   2.5218088e-01   2.1969782e-01   7.9657181e-03
   2.7342294e-01   2.1988964e-01   1.4333980e-02
   1.2630194e-01   2.2206105e-01   1.1769518e-02
   2.7565617e-01   2.0232856e-01   1.1051952e-02
   1.9114139e-01   1.7812168e-01   2.7695255e-03
   1.6170768e-01   1.6729936e-01   7.7731389e-03
   2.4417595e-01   1.6179201e-01   1.1239667e-02
   2.4821795e-01   2.0438635e-01   9.6145771e-03
   1.9626907e-01   2.4683692e-01   8.6829724e-03
   2.8395441e-01   2.3883091e-01   7.8824034e-03
   2.2055877e-01   1.9545264e-01   1.9150724e-03
   3.3633845e-01   2.0926343e-01   5.2918576e-03
   1.2519846e-01   1.5146501e-01  -1.7290347e-04
   1.5062022e-01   1.5228977e-01   5.0788308e-03
   2.4821825e-01   1.1906023e-01   5.3576440e-03
   8.6739926e-02   1.1529618e-01  -5.0481214e-03
   2.2324530e-02   7.8949557e-02  -1.4159757e-03
  -3.5618606e-02  -1.0104018e-02   1.6409766e-03
  -6.9573370e-03   1.5579500e-02   4.9669842e-04
   1.1071705e-01   3.3371634e-02  -1.6356024e-03
  -8.4558649e-02   1.2200740e-02  -1.4565078e-03
   5.2965626e-03   7.1349526e-02   1.0992518e-03
  -2.1769975e-01   5.5203467e-02  -1.4147531e-03
   1.4124197e-01   6.0474619e-02  -7.0299702e-03
   3.1546887e-02   2.8064573e-03  -1.4943347e-03
   4.9526299e-02  -1.5625362e-02  -8.4352705e-04
   6.1526823e-02  -2.1672105e-02  -2.2945532e-04
   2.6651397e-02   1.4045295e-02  -6.3125001e-03
  -4.0164682e-02   2.1446478e-03  -5.2918166e-03
   7.6695961e-02   1.0837214e-02  -1.1749605e-02
  -1.8224873e-01  -3.0150035e-02  -1.1781440e-02
   1.2408125e-01  -5.2566999e-03  -5.5204098e-03
  -3.1045258e-02   1.7947822e-02  -3.6448727e-03
   1.1309434e-01   3.8990491e-02  -5.3202012e-03
  -3.8851944e-02   2.1398380e-02  -8.8378544e-03
   2.7262536e-02   1.5252845e-02  -5.3750080e-03
  -4.4473723e-02   4.3597581e-02  -5.6767765e-03
   2.5986441e-02   2.4708831e-02  -8.3057752e-03
   2.8765894e-01   2.0991974e-02  -1.4924725e-02
   1.5247431e-01  -1.1251576e-03  -1.0209691e-02
  -3.8138135e-02  -6.1129414e-02  -1.0053565e-02
  -2.3725665e-01  -1.0320137e-01  -1.5985625e-02
  -2.0302753e-01  -1.3187016e-01  -1.0156593e-02
  -5.2804416e-02  -2.1486951e-01  -1.4290049e-02
